,dish washer
2011-04-30 22:03:00-04:00,25.472492
2011-04-30 22:04:00-04:00,21.454618
2011-04-30 22:05:00-04:00,12.30124
2011-04-30 22:06:00-04:00,1.0477371
2011-04-30 22:07:00-04:00,48.62957
2011-04-30 22:08:00-04:00,95.01517
2011-04-30 22:09:00-04:00,152.48753
2011-04-30 22:10:00-04:00,153.39789
2011-04-30 22:11:00-04:00,203.7204
2011-04-30 22:12:00-04:00,146.2478
2011-04-30 22:13:00-04:00,94.66165
2011-04-30 22:14:00-04:00,112.06342
2011-04-30 22:15:00-04:00,129.96663
2011-04-30 22:16:00-04:00,49.507545
2011-04-30 22:17:00-04:00,22.135813
2011-04-30 22:18:00-04:00,537.4482
2011-04-30 22:19:00-04:00,1342.9272
2011-04-30 22:20:00-04:00,1009.76685
2011-04-30 22:21:00-04:00,840.9559
2011-04-30 22:22:00-04:00,1204.138
2011-04-30 22:23:00-04:00,1201.9933
2011-04-30 22:24:00-04:00,1100.7057
2011-04-30 22:25:00-04:00,1111.3147
2011-04-30 22:26:00-04:00,1001.1996
2011-04-30 22:27:00-04:00,956.4991
2011-04-30 22:28:00-04:00,236.36348
2011-04-30 22:29:00-04:00,148.56764
2011-04-30 22:30:00-04:00,155.87283
2011-04-30 22:31:00-04:00,146.3829
2011-04-30 22:32:00-04:00,196.80911
2011-04-30 22:33:00-04:00,192.72562
2011-04-30 22:34:00-04:00,61.291718
2011-04-30 22:35:00-04:00,119.69028
2011-04-30 22:36:00-04:00,61.999832
2011-04-30 22:37:00-04:00,42.378296
2011-04-30 22:38:00-04:00,701.69244
2011-04-30 22:39:00-04:00,1292.3895
2011-04-30 22:40:00-04:00,1062.4806
2011-04-30 22:41:00-04:00,1101.8041
2011-04-30 22:42:00-04:00,1142.3292
2011-04-30 22:43:00-04:00,1073.8303
2011-04-30 22:44:00-04:00,1171.9384
2011-04-30 22:45:00-04:00,1321.3518
2011-04-30 22:46:00-04:00,1243.0933
2011-04-30 22:47:00-04:00,1196.357
2011-04-30 22:48:00-04:00,1152.9023
2011-04-30 22:49:00-04:00,1212.3065
2011-04-30 22:50:00-04:00,1353.542
2011-04-30 22:51:00-04:00,976.015
2011-04-30 22:52:00-04:00,349.4876
2011-04-30 22:53:00-04:00,245.03552
2011-04-30 22:54:00-04:00,268.33563
2011-04-30 22:55:00-04:00,233.95602
2011-04-30 22:56:00-04:00,235.93271
2011-04-30 22:57:00-04:00,254.97406
2011-04-30 22:58:00-04:00,239.4834
2011-04-30 22:59:00-04:00,248.85185
2011-04-30 23:00:00-04:00,253.15837
2011-04-30 23:01:00-04:00,214.87094
2011-04-30 23:02:00-04:00,92.4912
2011-04-30 23:03:00-04:00,25.268513
2011-04-30 23:04:00-04:00,0.0
2011-04-30 23:05:00-04:00,0.0
2011-04-30 23:06:00-04:00,2.6666012
2011-04-30 23:07:00-04:00,0.0
2011-04-30 23:08:00-04:00,31.990726
2011-04-30 23:09:00-04:00,464.33795
2011-04-30 23:10:00-04:00,564.9458
2011-04-30 23:11:00-04:00,467.68582
2011-04-30 23:12:00-04:00,454.22552
2011-04-30 23:13:00-04:00,391.70703
2011-04-30 23:14:00-04:00,286.11105
2011-04-30 23:15:00-04:00,223.79137
2011-04-30 23:16:00-04:00,320.551
2011-04-30 23:17:00-04:00,403.07098
2011-04-30 23:18:00-04:00,375.0258
2011-04-30 23:19:00-04:00,347.19547
2011-04-30 23:20:00-04:00,358.07462
2011-04-30 23:21:00-04:00,332.53766
2011-04-30 23:22:00-04:00,110.63027
2011-04-30 23:23:00-04:00,44.68086
2011-04-30 23:24:00-04:00,31.109959
2011-04-30 23:25:00-04:00,7.2709484
2011-04-30 23:26:00-04:00,1.2528086
2011-04-30 23:27:00-04:00,0.48434162
2011-04-30 23:28:00-04:00,0.33423424
2011-04-30 23:29:00-04:00,0.29629707
2011-04-30 23:30:00-04:00,0.29629707
2011-04-30 23:31:00-04:00,0.29629707
2011-04-30 23:32:00-04:00,0.29629707
2011-04-30 23:33:00-04:00,0.29629707
2011-04-30 23:34:00-04:00,0.29629707
2011-04-30 23:35:00-04:00,0.29629707
2011-04-30 23:36:00-04:00,0.29629707
2011-04-30 23:37:00-04:00,0.29629707
2011-04-30 23:38:00-04:00,0.29629707
2011-04-30 23:39:00-04:00,0.29629707
2011-04-30 23:40:00-04:00,0.29629707
2011-04-30 23:41:00-04:00,0.29629707
2011-04-30 23:42:00-04:00,0.29629707
2011-04-30 23:43:00-04:00,0.29629707
2011-04-30 23:44:00-04:00,0.29629707
2011-04-30 23:45:00-04:00,0.29629707
2011-04-30 23:46:00-04:00,0.29629707
2011-04-30 23:47:00-04:00,0.29629707
2011-04-30 23:48:00-04:00,0.29629707
2011-04-30 23:49:00-04:00,0.29629707
2011-04-30 23:50:00-04:00,0.29629707
2011-04-30 23:51:00-04:00,0.29629707
2011-04-30 23:52:00-04:00,0.29629707
2011-04-30 23:53:00-04:00,0.29629707
2011-04-30 23:54:00-04:00,0.29629707
2011-04-30 23:55:00-04:00,0.29629707
2011-04-30 23:56:00-04:00,0.29629707
2011-04-30 23:57:00-04:00,0.29629707
2011-04-30 23:58:00-04:00,0.29629707
2011-04-30 23:59:00-04:00,0.29629707
2011-05-01 00:00:00-04:00,0.29629707
2011-05-01 00:01:00-04:00,0.29629707
2011-05-01 00:02:00-04:00,0.29629707
2011-05-01 00:03:00-04:00,0.29629707
2011-05-01 00:04:00-04:00,0.29629707
2011-05-01 00:05:00-04:00,0.29629707
2011-05-01 00:06:00-04:00,0.29629707
2011-05-01 00:07:00-04:00,0.29629707
2011-05-01 00:08:00-04:00,0.29629707
2011-05-01 00:09:00-04:00,0.29629707
2011-05-01 00:10:00-04:00,0.29629707
2011-05-01 00:11:00-04:00,0.29629707
2011-05-01 00:12:00-04:00,0.29629707
2011-05-01 00:13:00-04:00,0.29629707
2011-05-01 00:14:00-04:00,0.29629707
2011-05-01 00:15:00-04:00,0.29629707
2011-05-01 00:16:00-04:00,0.29629707
2011-05-01 00:17:00-04:00,0.29629707
2011-05-01 00:18:00-04:00,0.29629707
2011-05-01 00:19:00-04:00,0.29629707
2011-05-01 00:20:00-04:00,0.29629707
2011-05-01 00:21:00-04:00,0.29629707
2011-05-01 00:22:00-04:00,0.29629707
2011-05-01 00:23:00-04:00,0.29629707
2011-05-01 00:24:00-04:00,0.29629707
2011-05-01 00:25:00-04:00,0.29629707
2011-05-01 00:26:00-04:00,0.29629707
2011-05-01 00:27:00-04:00,0.29629707
2011-05-01 00:28:00-04:00,0.29629707
2011-05-01 00:29:00-04:00,0.29629707
2011-05-01 00:30:00-04:00,0.29629707
2011-05-01 00:31:00-04:00,0.29629707
2011-05-01 00:32:00-04:00,0.29629707
2011-05-01 00:33:00-04:00,0.29629707
2011-05-01 00:34:00-04:00,0.29629707
2011-05-01 00:35:00-04:00,0.29629707
2011-05-01 00:36:00-04:00,0.29629707
2011-05-01 00:37:00-04:00,0.29629707
2011-05-01 00:38:00-04:00,0.29629707
2011-05-01 00:39:00-04:00,0.29629707
2011-05-01 00:40:00-04:00,0.29629707
2011-05-01 00:41:00-04:00,0.29629707
2011-05-01 00:42:00-04:00,0.29629707
2011-05-01 00:43:00-04:00,0.29629707
2011-05-01 00:44:00-04:00,0.29629707
2011-05-01 00:45:00-04:00,0.29629707
2011-05-01 00:46:00-04:00,0.29629707
2011-05-01 00:47:00-04:00,0.29629707
2011-05-01 00:48:00-04:00,0.29629707
2011-05-01 00:49:00-04:00,0.29629707
2011-05-01 00:50:00-04:00,0.29629707
2011-05-01 00:51:00-04:00,0.29629707
2011-05-01 00:52:00-04:00,0.29629707
2011-05-01 00:53:00-04:00,0.29629707
2011-05-01 00:54:00-04:00,0.29629707
2011-05-01 00:55:00-04:00,0.29629707
2011-05-01 00:56:00-04:00,0.29629707
2011-05-01 00:57:00-04:00,0.29629707
2011-05-01 00:58:00-04:00,0.29629707
2011-05-01 00:59:00-04:00,0.29629707
2011-05-01 01:00:00-04:00,0.29629707
2011-05-01 01:01:00-04:00,0.29629707
2011-05-01 01:02:00-04:00,0.29629707
2011-05-01 01:03:00-04:00,0.29629707
2011-05-01 01:04:00-04:00,0.29629707
2011-05-01 01:06:00-04:00,0.29629707
2011-05-01 01:07:00-04:00,0.29629707
2011-05-01 01:08:00-04:00,0.29629707
2011-05-01 01:09:00-04:00,0.29629707
2011-05-01 01:10:00-04:00,0.29629707
2011-05-01 01:11:00-04:00,0.29629707
2011-05-01 01:12:00-04:00,0.29629707
2011-05-01 01:13:00-04:00,0.29629707
2011-05-01 01:14:00-04:00,0.29629707
2011-05-01 01:15:00-04:00,0.29629707
2011-05-01 01:16:00-04:00,0.29629707
2011-05-01 01:17:00-04:00,0.29629707
2011-05-01 01:18:00-04:00,0.29629707
2011-05-01 01:19:00-04:00,0.29629707
2011-05-01 01:20:00-04:00,0.29629707
2011-05-01 01:21:00-04:00,0.29629707
2011-05-01 01:22:00-04:00,0.29629707
2011-05-01 01:23:00-04:00,0.29629707
2011-05-01 01:24:00-04:00,0.29629707
2011-05-01 01:25:00-04:00,0.29629707
2011-05-01 01:26:00-04:00,0.29629707
2011-05-01 01:27:00-04:00,0.29629707
2011-05-01 01:28:00-04:00,0.29629707
2011-05-01 01:29:00-04:00,0.29629707
2011-05-01 01:30:00-04:00,0.29629707
2011-05-01 01:31:00-04:00,0.29629707
2011-05-01 01:32:00-04:00,0.29629707
2011-05-01 01:33:00-04:00,0.29629707
2011-05-01 01:34:00-04:00,0.29629707
2011-05-01 01:35:00-04:00,0.29629707
2011-05-01 01:36:00-04:00,0.29629707
2011-05-01 01:37:00-04:00,0.29629707
2011-05-01 01:38:00-04:00,0.29629707
2011-05-01 01:39:00-04:00,0.29629707
2011-05-01 01:40:00-04:00,0.29629707
2011-05-01 01:41:00-04:00,0.29629707
2011-05-01 01:42:00-04:00,0.29629707
2011-05-01 01:43:00-04:00,0.29629707
2011-05-01 01:44:00-04:00,0.29629707
2011-05-01 01:45:00-04:00,0.29629707
2011-05-01 01:46:00-04:00,0.29629707
2011-05-01 01:47:00-04:00,0.29629707
2011-05-01 01:48:00-04:00,0.29629707
2011-05-01 01:49:00-04:00,0.29629707
2011-05-01 01:50:00-04:00,0.29629707
2011-05-01 01:51:00-04:00,0.29629707
2011-05-01 01:52:00-04:00,0.29629707
2011-05-01 01:53:00-04:00,0.29629707
2011-05-01 01:54:00-04:00,0.29629707
2011-05-01 01:55:00-04:00,0.29629707
2011-05-01 01:56:00-04:00,0.29629707
2011-05-01 01:57:00-04:00,0.29629707
2011-05-01 01:58:00-04:00,0.29629707
2011-05-01 01:59:00-04:00,0.29629707
2011-05-01 02:00:00-04:00,0.29629707
2011-05-01 02:01:00-04:00,0.29629707
2011-05-01 02:02:00-04:00,0.29629707
2011-05-01 02:03:00-04:00,0.29629707
2011-05-01 02:04:00-04:00,0.29629707
2011-05-01 02:05:00-04:00,0.29629707
2011-05-01 02:06:00-04:00,0.29629707
2011-05-01 02:07:00-04:00,0.29629707
2011-05-01 02:08:00-04:00,0.29629707
2011-05-01 02:09:00-04:00,0.29629707
2011-05-01 02:10:00-04:00,0.29629707
2011-05-01 02:11:00-04:00,0.29629707
2011-05-01 02:12:00-04:00,0.29629707
2011-05-01 02:13:00-04:00,0.29629707
2011-05-01 02:14:00-04:00,0.29629707
2011-05-01 02:15:00-04:00,0.29629707
2011-05-01 02:16:00-04:00,0.29629707
2011-05-01 02:17:00-04:00,0.29629707
2011-05-01 02:18:00-04:00,0.29629707
2011-05-01 02:19:00-04:00,0.29629707
2011-05-01 02:20:00-04:00,0.29629707
2011-05-01 02:21:00-04:00,0.29629707
2011-05-01 02:22:00-04:00,0.29629707
2011-05-01 02:23:00-04:00,0.29629707
2011-05-01 02:24:00-04:00,0.29629707
2011-05-01 02:25:00-04:00,0.29629707
2011-05-01 02:26:00-04:00,0.29629707
2011-05-01 02:27:00-04:00,0.29629707
2011-05-01 02:28:00-04:00,0.29629707
2011-05-01 02:29:00-04:00,0.29629707
2011-05-01 02:30:00-04:00,0.29629707
2011-05-01 02:31:00-04:00,0.29629707
2011-05-01 02:32:00-04:00,0.29629707
2011-05-01 02:33:00-04:00,0.29629707
2011-05-01 02:34:00-04:00,0.29629707
2011-05-01 02:35:00-04:00,0.29629707
2011-05-01 02:36:00-04:00,0.29629707
2011-05-01 02:37:00-04:00,0.29629707
2011-05-01 02:38:00-04:00,0.29629707
2011-05-01 02:39:00-04:00,0.29629707
2011-05-01 02:40:00-04:00,0.29629707
2011-05-01 02:41:00-04:00,0.29629707
2011-05-01 02:42:00-04:00,0.29629707
2011-05-01 02:43:00-04:00,0.29629707
2011-05-01 02:44:00-04:00,0.29629707
2011-05-01 02:45:00-04:00,0.29629707
2011-05-01 02:46:00-04:00,0.29629707
2011-05-01 02:47:00-04:00,0.29629707
2011-05-01 02:48:00-04:00,0.29629707
2011-05-01 02:49:00-04:00,0.29629707
2011-05-01 02:50:00-04:00,0.29629707
2011-05-01 02:51:00-04:00,0.29629707
2011-05-01 02:52:00-04:00,0.29629707
2011-05-01 02:53:00-04:00,0.29629707
2011-05-01 02:54:00-04:00,0.29629707
2011-05-01 02:55:00-04:00,0.29629707
2011-05-01 02:56:00-04:00,0.29629707
2011-05-01 02:57:00-04:00,0.29629707
2011-05-01 02:58:00-04:00,0.29629707
2011-05-01 02:59:00-04:00,0.29629707
2011-05-01 03:00:00-04:00,0.29629707
2011-05-01 03:01:00-04:00,0.29629707
2011-05-01 03:02:00-04:00,0.29629707
2011-05-01 03:03:00-04:00,0.29629707
2011-05-01 03:04:00-04:00,0.29629707
2011-05-01 03:05:00-04:00,0.29629707
2011-05-01 03:06:00-04:00,0.29629707
2011-05-01 03:07:00-04:00,0.29629707
2011-05-01 03:08:00-04:00,0.29629707
2011-05-01 03:09:00-04:00,0.29629707
2011-05-01 03:10:00-04:00,0.29629707
2011-05-01 03:11:00-04:00,0.29629707
2011-05-01 03:12:00-04:00,0.29629707
2011-05-01 03:13:00-04:00,0.29629707
2011-05-01 03:14:00-04:00,0.29629707
2011-05-01 03:15:00-04:00,0.29629707
2011-05-01 03:16:00-04:00,0.29629707
2011-05-01 03:17:00-04:00,0.29629707
2011-05-01 03:18:00-04:00,0.29629707
2011-05-01 03:19:00-04:00,0.29629707
2011-05-01 03:20:00-04:00,0.29629707
2011-05-01 03:21:00-04:00,0.29629707
2011-05-01 03:22:00-04:00,0.29629707
2011-05-01 03:23:00-04:00,0.29629707
2011-05-01 03:24:00-04:00,0.29629707
2011-05-01 03:25:00-04:00,0.29629707
2011-05-01 03:26:00-04:00,0.29629707
2011-05-01 03:27:00-04:00,0.29629707
2011-05-01 03:28:00-04:00,0.29629707
2011-05-01 03:29:00-04:00,0.29629707
2011-05-01 03:30:00-04:00,0.29629707
2011-05-01 03:31:00-04:00,0.29629707
2011-05-01 03:32:00-04:00,0.29629707
2011-05-01 03:33:00-04:00,0.29629707
2011-05-01 03:34:00-04:00,0.29629707
2011-05-01 03:35:00-04:00,0.29629707
2011-05-01 03:36:00-04:00,0.29629707
2011-05-01 03:37:00-04:00,0.29629707
2011-05-01 03:38:00-04:00,0.29629707
2011-05-01 03:39:00-04:00,0.29629707
2011-05-01 03:40:00-04:00,0.29629707
2011-05-01 03:41:00-04:00,0.29629707
2011-05-01 03:42:00-04:00,0.29629707
2011-05-01 03:43:00-04:00,0.29629707
2011-05-01 03:44:00-04:00,0.29629707
2011-05-01 03:45:00-04:00,0.29629707
2011-05-01 03:46:00-04:00,0.29629707
2011-05-01 03:47:00-04:00,0.29629707
2011-05-01 03:48:00-04:00,0.29629707
2011-05-01 03:49:00-04:00,0.29629707
2011-05-01 03:50:00-04:00,0.29629707
2011-05-01 03:51:00-04:00,0.29629707
2011-05-01 03:52:00-04:00,0.29629707
2011-05-01 03:53:00-04:00,0.29629707
2011-05-01 03:54:00-04:00,0.29629707
2011-05-01 03:55:00-04:00,0.29629707
2011-05-01 03:56:00-04:00,0.29629707
2011-05-01 03:57:00-04:00,0.29629707
2011-05-01 03:58:00-04:00,0.29629707
2011-05-01 03:59:00-04:00,0.29629707
2011-05-01 04:00:00-04:00,0.29629707
2011-05-01 04:01:00-04:00,0.29629707
2011-05-01 04:02:00-04:00,0.29629707
2011-05-01 04:03:00-04:00,0.29629707
2011-05-01 04:04:00-04:00,0.29629707
2011-05-01 04:05:00-04:00,0.29629707
2011-05-01 04:06:00-04:00,0.29629707
2011-05-01 04:07:00-04:00,0.29629707
2011-05-01 04:08:00-04:00,0.29629707
2011-05-01 04:09:00-04:00,0.29629707
2011-05-01 04:10:00-04:00,0.29629707
2011-05-01 04:11:00-04:00,0.29629707
2011-05-01 04:12:00-04:00,0.29629707
2011-05-01 04:13:00-04:00,0.29629707
2011-05-01 04:14:00-04:00,0.29629707
2011-05-01 04:15:00-04:00,0.29629707
2011-05-01 04:16:00-04:00,0.29629707
2011-05-01 04:17:00-04:00,0.29629707
2011-05-01 04:18:00-04:00,0.29629707
2011-05-01 04:19:00-04:00,0.29629707
2011-05-01 04:20:00-04:00,0.29629707
2011-05-01 04:21:00-04:00,0.29629707
2011-05-01 04:22:00-04:00,0.29629707
2011-05-01 04:23:00-04:00,0.29629707
2011-05-01 04:24:00-04:00,0.29629707
2011-05-01 04:25:00-04:00,0.29629707
2011-05-01 04:26:00-04:00,0.29629707
2011-05-01 04:27:00-04:00,0.29629707
2011-05-01 04:28:00-04:00,0.29629707
2011-05-01 04:29:00-04:00,0.29629707
2011-05-01 04:30:00-04:00,0.29629707
2011-05-01 04:31:00-04:00,0.29629707
2011-05-01 04:32:00-04:00,0.29629707
2011-05-01 04:33:00-04:00,0.29629707
2011-05-01 04:34:00-04:00,0.29629707
2011-05-01 04:35:00-04:00,0.29629707
2011-05-01 04:36:00-04:00,0.29629707
2011-05-01 04:37:00-04:00,0.29629707
2011-05-01 04:38:00-04:00,0.29629707
2011-05-01 04:39:00-04:00,0.29629707
2011-05-01 04:40:00-04:00,0.29629707
2011-05-01 04:41:00-04:00,0.29629707
2011-05-01 04:42:00-04:00,0.29629707
2011-05-01 04:43:00-04:00,0.29629707
2011-05-01 04:44:00-04:00,0.29629707
2011-05-01 04:45:00-04:00,0.29629707
2011-05-01 04:46:00-04:00,0.29629707
2011-05-01 04:47:00-04:00,0.29629707
2011-05-01 04:48:00-04:00,0.29629707
2011-05-01 04:49:00-04:00,0.29629707
2011-05-01 04:50:00-04:00,0.29629707
2011-05-01 04:51:00-04:00,0.29629707
2011-05-01 04:52:00-04:00,0.29629707
2011-05-01 04:53:00-04:00,0.29629707
2011-05-01 04:54:00-04:00,0.29629707
2011-05-01 04:55:00-04:00,0.29629707
2011-05-01 04:56:00-04:00,0.29629707
2011-05-01 04:57:00-04:00,0.29629707
2011-05-01 04:58:00-04:00,0.29629707
2011-05-01 04:59:00-04:00,0.29629707
2011-05-01 05:00:00-04:00,0.29629707
2011-05-01 05:01:00-04:00,0.29629707
2011-05-01 05:02:00-04:00,0.29629707
2011-05-01 05:03:00-04:00,0.29629707
2011-05-01 05:04:00-04:00,0.29629707
2011-05-01 05:05:00-04:00,0.29629707
2011-05-01 05:06:00-04:00,0.29629707
2011-05-01 05:07:00-04:00,0.29629707
2011-05-01 05:08:00-04:00,0.29629707
2011-05-01 05:09:00-04:00,0.29629707
2011-05-01 05:10:00-04:00,0.29629707
2011-05-01 05:11:00-04:00,0.29629707
2011-05-01 05:12:00-04:00,0.29629707
2011-05-01 05:13:00-04:00,0.29629707
2011-05-01 05:14:00-04:00,0.29629707
2011-05-01 05:15:00-04:00,0.29629707
2011-05-01 05:16:00-04:00,0.29629707
2011-05-01 05:17:00-04:00,0.29629707
2011-05-01 05:18:00-04:00,0.29629707
2011-05-01 05:19:00-04:00,0.29629707
2011-05-01 05:20:00-04:00,0.29629707
2011-05-01 05:21:00-04:00,0.29629707
2011-05-01 05:22:00-04:00,0.29629707
2011-05-01 05:23:00-04:00,0.29629707
2011-05-01 05:24:00-04:00,0.29629707
2011-05-01 05:25:00-04:00,0.29629707
2011-05-01 05:26:00-04:00,0.29629707
2011-05-01 05:27:00-04:00,0.29629707
2011-05-01 05:28:00-04:00,0.29629707
2011-05-01 05:29:00-04:00,0.29629707
2011-05-01 05:30:00-04:00,0.29629707
2011-05-01 05:31:00-04:00,0.29629707
2011-05-01 05:32:00-04:00,0.29629707
2011-05-01 05:33:00-04:00,0.29629707
2011-05-01 05:34:00-04:00,0.29629707
2011-05-01 05:35:00-04:00,0.29629707
2011-05-01 05:36:00-04:00,0.29629707
2011-05-01 05:37:00-04:00,0.29629707
2011-05-01 05:38:00-04:00,0.29629707
2011-05-01 05:39:00-04:00,0.29629707
2011-05-01 05:40:00-04:00,0.29629707
2011-05-01 05:41:00-04:00,0.29629707
2011-05-01 05:42:00-04:00,0.29629707
2011-05-01 05:43:00-04:00,0.29629707
2011-05-01 05:44:00-04:00,0.29629707
2011-05-01 05:45:00-04:00,0.29629707
2011-05-01 05:46:00-04:00,0.29629707
2011-05-01 05:47:00-04:00,0.29629707
2011-05-01 05:48:00-04:00,0.29629707
2011-05-01 05:49:00-04:00,0.29629707
2011-05-01 05:50:00-04:00,0.29629707
2011-05-01 05:51:00-04:00,0.29629707
2011-05-01 05:52:00-04:00,0.29629707
2011-05-01 05:53:00-04:00,0.29629707
2011-05-01 05:54:00-04:00,0.29629707
2011-05-01 05:55:00-04:00,0.29629707
2011-05-01 05:56:00-04:00,0.29629707
2011-05-01 05:57:00-04:00,0.29629707
2011-05-01 05:58:00-04:00,0.29629707
2011-05-01 05:59:00-04:00,0.29629707
2011-05-01 06:00:00-04:00,0.29629707
2011-05-01 06:01:00-04:00,0.29629707
2011-05-01 06:02:00-04:00,0.29629707
2011-05-01 06:03:00-04:00,0.29629707
2011-05-01 06:04:00-04:00,0.29629707
2011-05-01 06:05:00-04:00,0.29629707
2011-05-01 06:06:00-04:00,0.29629707
2011-05-01 06:07:00-04:00,0.29629707
2011-05-01 06:08:00-04:00,0.29629707
2011-05-01 06:09:00-04:00,0.29629707
2011-05-01 06:10:00-04:00,0.29629707
2011-05-01 06:11:00-04:00,0.29629707
2011-05-01 06:12:00-04:00,0.29629707
2011-05-01 06:13:00-04:00,0.29629707
2011-05-01 06:14:00-04:00,0.29629707
2011-05-01 06:15:00-04:00,0.29629707
2011-05-01 06:16:00-04:00,0.29629707
2011-05-01 06:17:00-04:00,0.29629707
2011-05-01 06:18:00-04:00,0.29629707
2011-05-01 06:19:00-04:00,0.29629707
2011-05-01 06:20:00-04:00,0.29629707
2011-05-01 06:21:00-04:00,0.29629707
2011-05-01 06:22:00-04:00,0.29629707
2011-05-01 06:23:00-04:00,0.29629707
2011-05-01 06:24:00-04:00,0.29629707
2011-05-01 06:25:00-04:00,0.29629707
2011-05-01 06:26:00-04:00,0.29629707
2011-05-01 06:27:00-04:00,0.29629707
2011-05-01 06:28:00-04:00,0.29629707
2011-05-01 06:29:00-04:00,0.29629707
2011-05-01 06:30:00-04:00,0.29629707
2011-05-01 06:31:00-04:00,0.29629707
2011-05-01 06:32:00-04:00,0.29629707
2011-05-01 06:33:00-04:00,0.29629707
2011-05-01 06:34:00-04:00,0.29629707
2011-05-01 06:35:00-04:00,0.29629707
2011-05-01 06:36:00-04:00,0.29629707
2011-05-01 06:37:00-04:00,0.29629707
2011-05-01 06:38:00-04:00,0.29629707
2011-05-01 06:39:00-04:00,0.29629707
2011-05-01 06:40:00-04:00,0.29629707
2011-05-01 06:41:00-04:00,0.29629707
2011-05-01 06:42:00-04:00,0.29629707
2011-05-01 06:43:00-04:00,0.29629707
2011-05-01 06:44:00-04:00,0.29629707
2011-05-01 06:45:00-04:00,0.29629707
2011-05-01 06:46:00-04:00,0.29629707
2011-05-01 06:47:00-04:00,0.29629707
2011-05-01 06:48:00-04:00,0.29629707
2011-05-01 06:49:00-04:00,0.29629707
2011-05-01 06:50:00-04:00,0.29629707
2011-05-01 06:51:00-04:00,0.29629707
2011-05-01 06:52:00-04:00,0.29629707
2011-05-01 06:53:00-04:00,0.29629707
2011-05-01 06:54:00-04:00,0.29629707
2011-05-01 06:55:00-04:00,0.29629707
2011-05-01 06:56:00-04:00,0.29629707
2011-05-01 06:57:00-04:00,0.29629707
2011-05-01 06:58:00-04:00,0.29629707
2011-05-01 06:59:00-04:00,0.29629707
2011-05-01 07:00:00-04:00,0.29629707
2011-05-01 07:01:00-04:00,0.29629707
2011-05-01 07:02:00-04:00,0.29629707
2011-05-01 07:03:00-04:00,0.29629707
2011-05-01 07:04:00-04:00,0.29629707
2011-05-01 07:05:00-04:00,0.29629707
2011-05-01 07:06:00-04:00,0.29629707
2011-05-01 07:07:00-04:00,0.29629707
2011-05-01 07:08:00-04:00,0.29629707
2011-05-01 07:09:00-04:00,0.29629707
2011-05-01 07:10:00-04:00,0.29629707
2011-05-01 07:11:00-04:00,0.29629707
2011-05-01 07:12:00-04:00,0.29629707
2011-05-01 07:13:00-04:00,0.29629707
2011-05-01 07:14:00-04:00,0.29629707
2011-05-01 07:15:00-04:00,0.29629707
2011-05-01 07:16:00-04:00,0.29629707
2011-05-01 07:17:00-04:00,0.29629707
2011-05-01 07:18:00-04:00,0.29629707
2011-05-01 07:19:00-04:00,0.29629707
2011-05-01 07:20:00-04:00,0.29629707
2011-05-01 07:21:00-04:00,0.29629707
2011-05-01 07:22:00-04:00,0.29629707
2011-05-01 07:23:00-04:00,0.29629707
2011-05-01 07:24:00-04:00,0.29629707
2011-05-01 07:25:00-04:00,0.29629707
2011-05-01 07:26:00-04:00,0.29629707
2011-05-01 07:27:00-04:00,0.29629707
2011-05-01 07:28:00-04:00,0.29629707
2011-05-01 07:29:00-04:00,0.29629707
2011-05-01 07:30:00-04:00,0.29629707
2011-05-01 07:31:00-04:00,0.29629707
2011-05-01 07:32:00-04:00,0.29629707
2011-05-01 07:33:00-04:00,0.29629707
2011-05-01 07:34:00-04:00,0.29629707
2011-05-01 07:35:00-04:00,0.29629707
2011-05-01 07:36:00-04:00,0.29629707
2011-05-01 07:37:00-04:00,0.29629707
2011-05-01 07:38:00-04:00,0.29629707
2011-05-01 07:39:00-04:00,0.29629707
2011-05-01 07:40:00-04:00,0.29629707
2011-05-01 07:41:00-04:00,0.29629707
2011-05-01 07:42:00-04:00,0.29629707
2011-05-01 07:43:00-04:00,0.29629707
2011-05-01 07:44:00-04:00,0.29629707
2011-05-01 07:45:00-04:00,0.29629707
2011-05-01 07:46:00-04:00,0.29629707
2011-05-01 07:47:00-04:00,0.29629707
2011-05-01 07:48:00-04:00,0.29629707
2011-05-01 07:49:00-04:00,0.29629707
2011-05-01 07:50:00-04:00,0.29629707
2011-05-01 07:51:00-04:00,0.29629707
2011-05-01 07:52:00-04:00,0.29629707
2011-05-01 07:53:00-04:00,0.29629707
2011-05-01 07:54:00-04:00,0.29629707
2011-05-01 07:55:00-04:00,0.29629707
2011-05-01 07:56:00-04:00,0.29629707
2011-05-01 07:57:00-04:00,0.29629707
2011-05-01 07:58:00-04:00,0.29629707
2011-05-01 07:59:00-04:00,0.29629707
2011-05-01 08:00:00-04:00,0.29629707
2011-05-01 08:01:00-04:00,0.29629707
2011-05-01 08:02:00-04:00,0.29629707
2011-05-01 08:03:00-04:00,0.29629707
2011-05-01 08:04:00-04:00,0.29629707
2011-05-01 08:05:00-04:00,0.29629707
2011-05-01 08:06:00-04:00,0.29629707
2011-05-01 08:07:00-04:00,0.29629707
2011-05-01 08:08:00-04:00,0.29629707
2011-05-01 08:09:00-04:00,0.29629707
2011-05-01 08:10:00-04:00,0.29629707
2011-05-01 08:11:00-04:00,0.29629707
2011-05-01 08:12:00-04:00,0.29629707
2011-05-01 08:13:00-04:00,0.29629707
2011-05-01 08:14:00-04:00,0.29629707
