,dish washer
2011-05-06 14:31:00-04:00,0.8029058
2011-05-06 14:32:00-04:00,0.8029058
2011-05-06 14:33:00-04:00,0.8029058
2011-05-06 14:34:00-04:00,0.8029058
2011-05-06 14:35:00-04:00,0.8029058
2011-05-06 14:36:00-04:00,0.8029058
2011-05-06 14:37:00-04:00,0.8029058
2011-05-06 14:38:00-04:00,0.8029058
2011-05-06 14:39:00-04:00,0.8029058
2011-05-06 14:40:00-04:00,0.8029058
2011-05-06 14:41:00-04:00,0.8029058
2011-05-06 14:42:00-04:00,0.8029058
2011-05-06 14:43:00-04:00,0.8029058
2011-05-06 14:44:00-04:00,0.8029058
2011-05-06 14:45:00-04:00,0.8029058
2011-05-06 14:46:00-04:00,0.8029058
2011-05-06 14:47:00-04:00,0.8029058
2011-05-06 14:48:00-04:00,0.8029058
2011-05-06 14:49:00-04:00,0.8029058
2011-05-06 14:50:00-04:00,0.8029058
2011-05-06 14:51:00-04:00,0.8029058
2011-05-06 14:52:00-04:00,0.8029058
2011-05-06 14:53:00-04:00,0.8029058
2011-05-06 14:54:00-04:00,0.8029058
2011-05-06 14:55:00-04:00,0.8029058
2011-05-06 14:56:00-04:00,0.8029058
2011-05-06 14:57:00-04:00,0.8029058
2011-05-06 14:58:00-04:00,0.8029058
2011-05-06 14:59:00-04:00,0.8029058
2011-05-06 15:00:00-04:00,0.8029058
2011-05-06 15:01:00-04:00,0.8029058
2011-05-06 15:02:00-04:00,0.8029058
2011-05-06 15:03:00-04:00,0.8029058
2011-05-06 15:04:00-04:00,0.8029058
2011-05-06 15:05:00-04:00,0.8029058
2011-05-06 15:06:00-04:00,0.8029058
2011-05-06 15:07:00-04:00,0.8029058
2011-05-06 15:08:00-04:00,0.8029058
2011-05-06 15:09:00-04:00,0.8029058
2011-05-06 15:10:00-04:00,0.8029058
2011-05-06 15:11:00-04:00,0.8029058
2011-05-06 15:12:00-04:00,0.8029058
2011-05-06 15:13:00-04:00,0.8029058
2011-05-06 15:14:00-04:00,0.8029058
2011-05-06 15:15:00-04:00,0.8029058
2011-05-06 15:16:00-04:00,0.8029058
2011-05-06 15:17:00-04:00,0.8029058
2011-05-06 15:18:00-04:00,0.8029058
2011-05-06 15:19:00-04:00,0.8029058
2011-05-06 15:20:00-04:00,0.8029058
2011-05-06 15:21:00-04:00,0.8029058
2011-05-06 15:22:00-04:00,0.8029058
2011-05-06 15:23:00-04:00,0.8029058
2011-05-06 15:24:00-04:00,0.8029058
2011-05-06 15:25:00-04:00,0.8029058
2011-05-06 15:26:00-04:00,0.8029058
2011-05-06 15:27:00-04:00,0.8029058
2011-05-06 15:28:00-04:00,0.8029058
2011-05-06 15:29:00-04:00,0.8029058
2011-05-06 15:30:00-04:00,0.8029058
2011-05-06 15:31:00-04:00,0.8029058
2011-05-06 15:32:00-04:00,0.8029058
2011-05-06 15:33:00-04:00,0.8029058
2011-05-06 15:34:00-04:00,0.8029058
2011-05-06 15:35:00-04:00,0.8029058
2011-05-06 15:36:00-04:00,0.8029058
2011-05-06 15:37:00-04:00,0.8029058
2011-05-06 15:38:00-04:00,0.8029058
2011-05-06 15:39:00-04:00,0.8029058
2011-05-06 15:40:00-04:00,0.8029058
2011-05-06 15:41:00-04:00,0.8029058
2011-05-06 15:42:00-04:00,0.8029058
2011-05-06 15:43:00-04:00,0.8029058
2011-05-06 15:44:00-04:00,0.8029058
2011-05-06 15:45:00-04:00,0.8029058
2011-05-06 15:46:00-04:00,0.8029058
2011-05-06 15:47:00-04:00,0.8029058
2011-05-06 15:48:00-04:00,0.8029058
2011-05-06 15:49:00-04:00,0.8029058
2011-05-06 15:50:00-04:00,0.8029058
2011-05-06 15:51:00-04:00,0.8029058
2011-05-06 15:52:00-04:00,0.8029058
2011-05-06 15:53:00-04:00,0.8029058
2011-05-06 15:54:00-04:00,0.8029058
2011-05-06 15:55:00-04:00,0.8029058
2011-05-06 15:56:00-04:00,0.8029058
2011-05-06 15:57:00-04:00,0.8029058
2011-05-06 15:58:00-04:00,0.8029058
2011-05-06 15:59:00-04:00,0.8029058
2011-05-06 16:00:00-04:00,0.8029058
2011-05-06 16:01:00-04:00,0.8029058
2011-05-06 16:02:00-04:00,0.8029058
2011-05-06 16:03:00-04:00,0.8029058
2011-05-06 16:04:00-04:00,0.8029058
2011-05-06 16:05:00-04:00,0.8029058
2011-05-06 16:06:00-04:00,0.8029058
2011-05-06 16:07:00-04:00,0.8029058
2011-05-06 16:08:00-04:00,0.8029058
2011-05-06 16:09:00-04:00,0.8029058
2011-05-06 16:10:00-04:00,0.8029058
2011-05-06 16:11:00-04:00,0.8029058
2011-05-06 16:12:00-04:00,0.8029058
2011-05-06 16:13:00-04:00,0.8029058
2011-05-06 16:14:00-04:00,0.8029058
2011-05-06 16:15:00-04:00,0.8029058
2011-05-06 16:16:00-04:00,0.8029058
2011-05-06 16:17:00-04:00,0.8029058
2011-05-06 16:18:00-04:00,0.8029058
2011-05-06 16:19:00-04:00,0.8029058
2011-05-06 16:20:00-04:00,0.8029058
2011-05-06 16:21:00-04:00,0.8029058
2011-05-06 16:22:00-04:00,0.8029058
2011-05-06 16:23:00-04:00,0.8029058
2011-05-06 16:24:00-04:00,0.8029058
2011-05-06 16:25:00-04:00,0.8029058
2011-05-06 16:26:00-04:00,0.8029058
2011-05-06 16:27:00-04:00,0.8029058
2011-05-06 16:28:00-04:00,0.8029058
2011-05-06 16:29:00-04:00,0.8029058
2011-05-06 16:30:00-04:00,0.8029058
2011-05-06 16:31:00-04:00,0.8029058
2011-05-06 16:32:00-04:00,0.8029058
2011-05-06 16:33:00-04:00,0.8029058
2011-05-06 16:34:00-04:00,0.8029058
2011-05-06 16:35:00-04:00,0.8029058
2011-05-06 16:36:00-04:00,0.8029058
2011-05-06 16:37:00-04:00,0.8029058
2011-05-06 16:38:00-04:00,0.8029058
2011-05-06 16:39:00-04:00,0.8029058
2011-05-06 16:40:00-04:00,0.8029058
2011-05-06 16:41:00-04:00,0.8029058
2011-05-06 16:42:00-04:00,0.8029058
2011-05-06 16:43:00-04:00,0.8029058
2011-05-06 16:44:00-04:00,0.8029058
2011-05-06 16:45:00-04:00,0.8029058
2011-05-06 16:46:00-04:00,0.8029058
2011-05-06 16:47:00-04:00,0.8029058
2011-05-06 16:48:00-04:00,0.8029058
2011-05-06 16:49:00-04:00,0.8029058
2011-05-06 16:50:00-04:00,0.8029058
2011-05-06 16:51:00-04:00,0.8029058
2011-05-06 16:52:00-04:00,0.8029058
2011-05-06 16:53:00-04:00,0.8029058
2011-05-06 16:54:00-04:00,0.8029058
2011-05-06 16:55:00-04:00,0.8029058
2011-05-06 16:56:00-04:00,0.8029058
2011-05-06 16:57:00-04:00,0.8029058
2011-05-06 16:58:00-04:00,0.8029058
2011-05-06 16:59:00-04:00,0.8029058
2011-05-06 17:00:00-04:00,0.8029058
2011-05-06 17:01:00-04:00,0.8029058
2011-05-06 17:02:00-04:00,0.8029058
2011-05-06 17:03:00-04:00,0.8029058
2011-05-06 17:04:00-04:00,0.8029058
2011-05-06 17:05:00-04:00,0.8029058
2011-05-06 17:06:00-04:00,0.8029058
2011-05-06 17:07:00-04:00,0.8029058
2011-05-06 17:08:00-04:00,0.8029058
2011-05-06 17:09:00-04:00,0.8029058
2011-05-06 17:10:00-04:00,0.8029058
2011-05-06 17:11:00-04:00,0.8029058
2011-05-06 17:12:00-04:00,0.8029058
2011-05-06 17:13:00-04:00,0.8029058
2011-05-06 17:14:00-04:00,0.8029058
2011-05-06 17:15:00-04:00,0.8029058
2011-05-06 17:16:00-04:00,0.8029058
2011-05-06 17:17:00-04:00,0.8029058
2011-05-06 17:18:00-04:00,0.8029058
2011-05-06 17:19:00-04:00,0.8029058
2011-05-06 17:20:00-04:00,0.8029058
2011-05-06 17:21:00-04:00,0.8029058
2011-05-06 17:22:00-04:00,0.8029058
2011-05-06 17:23:00-04:00,0.8029058
2011-05-06 17:24:00-04:00,0.8029058
2011-05-06 17:25:00-04:00,0.8029058
2011-05-06 17:26:00-04:00,0.8029058
2011-05-06 17:27:00-04:00,0.8029058
2011-05-06 17:28:00-04:00,0.8029058
2011-05-06 17:29:00-04:00,0.8029058
2011-05-06 17:30:00-04:00,0.8029058
2011-05-06 17:31:00-04:00,0.8029058
2011-05-06 17:32:00-04:00,0.8029058
2011-05-06 17:33:00-04:00,0.8029058
2011-05-06 17:34:00-04:00,0.8029058
2011-05-06 17:35:00-04:00,0.8029058
2011-05-06 17:36:00-04:00,0.8029058
2011-05-06 17:37:00-04:00,0.8029058
2011-05-06 17:38:00-04:00,0.8029058
2011-05-06 17:39:00-04:00,0.8029058
2011-05-06 17:40:00-04:00,0.8029058
2011-05-06 17:41:00-04:00,0.8029058
2011-05-06 17:42:00-04:00,0.8029058
2011-05-06 17:43:00-04:00,0.8029058
2011-05-06 17:44:00-04:00,0.8029058
2011-05-06 17:45:00-04:00,0.8029058
2011-05-06 17:46:00-04:00,0.8029058
2011-05-06 17:47:00-04:00,0.8029058
2011-05-06 17:48:00-04:00,0.8029058
2011-05-06 17:49:00-04:00,0.8029058
2011-05-06 17:50:00-04:00,0.8029058
2011-05-06 17:51:00-04:00,0.8029058
2011-05-06 17:52:00-04:00,0.8029058
2011-05-06 17:53:00-04:00,0.8029058
2011-05-06 17:54:00-04:00,0.8029058
2011-05-06 17:55:00-04:00,0.8029058
2011-05-06 17:56:00-04:00,0.8029058
2011-05-06 17:57:00-04:00,0.8029058
2011-05-06 17:58:00-04:00,0.8029058
2011-05-06 17:59:00-04:00,0.8029058
2011-05-06 18:00:00-04:00,0.8029058
2011-05-06 18:01:00-04:00,0.8029058
2011-05-06 18:02:00-04:00,0.8029058
2011-05-06 18:03:00-04:00,0.8029058
2011-05-06 18:04:00-04:00,0.8029058
2011-05-06 18:05:00-04:00,0.8029058
2011-05-06 18:06:00-04:00,0.8029058
2011-05-06 18:07:00-04:00,0.8029058
2011-05-06 18:08:00-04:00,0.8029058
2011-05-06 18:09:00-04:00,0.8029058
2011-05-06 18:10:00-04:00,0.8029058
2011-05-06 18:11:00-04:00,0.8029058
2011-05-06 18:12:00-04:00,0.8029058
2011-05-06 18:13:00-04:00,0.8029058
2011-05-06 18:14:00-04:00,0.8029058
2011-05-06 18:15:00-04:00,0.8029058
2011-05-06 18:16:00-04:00,0.8029058
2011-05-06 18:17:00-04:00,0.8029058
2011-05-06 18:18:00-04:00,0.8029058
2011-05-06 18:19:00-04:00,0.8029058
2011-05-06 18:20:00-04:00,0.8029058
2011-05-06 18:21:00-04:00,0.8029058
2011-05-06 18:22:00-04:00,0.8029058
2011-05-06 18:23:00-04:00,0.8029058
2011-05-06 18:24:00-04:00,0.8029058
2011-05-06 18:25:00-04:00,0.8029058
2011-05-06 18:26:00-04:00,0.8029058
2011-05-06 18:27:00-04:00,0.8029058
2011-05-06 18:28:00-04:00,0.8029058
2011-05-06 18:29:00-04:00,0.8029058
2011-05-06 18:30:00-04:00,0.8029058
2011-05-06 18:31:00-04:00,0.8029058
2011-05-06 18:32:00-04:00,0.8029058
2011-05-06 18:33:00-04:00,0.8029058
2011-05-06 18:34:00-04:00,0.8029058
2011-05-06 18:35:00-04:00,0.8029058
2011-05-06 18:36:00-04:00,0.8029058
2011-05-06 18:37:00-04:00,0.8029058
2011-05-06 18:38:00-04:00,0.8029058
2011-05-06 18:39:00-04:00,0.8029058
2011-05-06 18:40:00-04:00,0.8029058
2011-05-06 18:41:00-04:00,0.8029058
2011-05-06 18:42:00-04:00,0.8029058
2011-05-06 18:43:00-04:00,0.8029058
2011-05-06 18:44:00-04:00,0.8029058
2011-05-06 18:45:00-04:00,0.8029058
2011-05-06 18:46:00-04:00,0.8029058
2011-05-06 18:47:00-04:00,0.8029058
2011-05-06 18:48:00-04:00,0.8029058
2011-05-06 18:49:00-04:00,0.8029058
2011-05-06 18:50:00-04:00,0.8029058
2011-05-06 18:51:00-04:00,0.8029058
2011-05-06 18:52:00-04:00,0.8029058
2011-05-06 18:53:00-04:00,0.8029058
2011-05-06 18:54:00-04:00,0.8029058
2011-05-06 18:55:00-04:00,0.8029058
2011-05-06 18:56:00-04:00,0.8029058
2011-05-06 18:57:00-04:00,0.8029058
2011-05-06 18:58:00-04:00,0.8029058
2011-05-06 18:59:00-04:00,0.8029058
2011-05-06 19:00:00-04:00,0.8029058
2011-05-06 19:01:00-04:00,0.8029058
2011-05-06 19:02:00-04:00,0.8029058
2011-05-06 19:03:00-04:00,0.8029058
2011-05-06 19:04:00-04:00,0.8029058
2011-05-06 19:05:00-04:00,0.8029058
2011-05-06 19:06:00-04:00,0.8029058
2011-05-06 19:07:00-04:00,0.8029058
2011-05-06 19:08:00-04:00,0.8029058
2011-05-06 19:09:00-04:00,0.8029058
2011-05-06 19:10:00-04:00,0.8029058
2011-05-06 19:11:00-04:00,0.8029058
2011-05-06 19:12:00-04:00,0.8029058
2011-05-06 19:13:00-04:00,0.8029058
2011-05-06 19:14:00-04:00,0.8029058
2011-05-06 19:15:00-04:00,0.8029058
2011-05-06 19:16:00-04:00,0.8029058
2011-05-06 19:17:00-04:00,0.8029058
2011-05-06 19:18:00-04:00,0.8029058
2011-05-06 19:19:00-04:00,0.8029058
2011-05-06 19:20:00-04:00,0.8029058
2011-05-06 19:21:00-04:00,0.8029058
2011-05-06 19:22:00-04:00,0.8029058
2011-05-06 19:23:00-04:00,0.8029058
2011-05-06 19:24:00-04:00,0.8029058
2011-05-06 19:25:00-04:00,0.8029058
2011-05-06 19:26:00-04:00,0.8029058
2011-05-06 19:27:00-04:00,0.8029058
2011-05-06 19:28:00-04:00,0.8029058
2011-05-06 19:29:00-04:00,0.8029058
2011-05-06 19:30:00-04:00,0.8029058
2011-05-06 19:31:00-04:00,0.8029058
2011-05-06 19:32:00-04:00,0.8029058
2011-05-06 19:33:00-04:00,0.8029058
2011-05-06 19:34:00-04:00,0.8029058
2011-05-06 19:35:00-04:00,0.8029058
2011-05-06 19:36:00-04:00,0.8029058
2011-05-06 19:37:00-04:00,0.8029058
2011-05-06 19:38:00-04:00,0.8029058
2011-05-06 19:39:00-04:00,0.8029058
2011-05-06 19:40:00-04:00,0.8029058
2011-05-06 19:41:00-04:00,0.8029058
2011-05-06 19:42:00-04:00,0.8029058
2011-05-06 19:43:00-04:00,0.8029058
2011-05-06 19:44:00-04:00,0.8029058
2011-05-06 19:45:00-04:00,0.8029058
2011-05-06 19:46:00-04:00,0.8029058
2011-05-06 19:47:00-04:00,0.8029058
2011-05-06 19:48:00-04:00,0.8029058
2011-05-06 19:49:00-04:00,0.8029058
2011-05-06 19:50:00-04:00,0.8029058
2011-05-06 19:51:00-04:00,0.8029058
2011-05-06 19:52:00-04:00,0.8029058
2011-05-06 19:53:00-04:00,0.8029058
2011-05-06 19:54:00-04:00,0.8029058
2011-05-06 19:55:00-04:00,0.8029058
2011-05-06 19:56:00-04:00,0.8029058
2011-05-06 19:57:00-04:00,0.8029058
2011-05-06 19:58:00-04:00,0.8029058
2011-05-06 19:59:00-04:00,0.8029058
2011-05-06 20:00:00-04:00,0.8029058
2011-05-06 20:01:00-04:00,0.8029058
2011-05-06 20:02:00-04:00,0.8029058
2011-05-06 20:03:00-04:00,0.8029058
2011-05-06 20:04:00-04:00,0.8029058
2011-05-06 20:05:00-04:00,0.8029058
2011-05-06 20:06:00-04:00,0.8029058
2011-05-06 20:07:00-04:00,0.8029058
2011-05-06 20:08:00-04:00,0.8029058
2011-05-06 20:09:00-04:00,0.8029058
2011-05-06 20:10:00-04:00,0.8029058
2011-05-06 20:11:00-04:00,0.8029058
2011-05-06 20:12:00-04:00,0.8029058
2011-05-06 20:13:00-04:00,0.8029058
2011-05-06 20:14:00-04:00,0.8029058
2011-05-06 20:15:00-04:00,0.8029058
2011-05-06 20:16:00-04:00,0.8029058
2011-05-06 20:17:00-04:00,0.8029058
2011-05-06 20:18:00-04:00,0.8029058
2011-05-06 20:19:00-04:00,0.8029058
2011-05-06 20:20:00-04:00,0.8029058
2011-05-06 20:21:00-04:00,0.8029058
2011-05-06 20:22:00-04:00,0.8029058
2011-05-06 20:23:00-04:00,0.8029058
2011-05-06 20:24:00-04:00,0.8029058
2011-05-06 20:25:00-04:00,0.8029058
2011-05-06 20:26:00-04:00,0.8029058
2011-05-06 20:27:00-04:00,0.8029058
2011-05-06 20:28:00-04:00,0.8029058
2011-05-06 20:29:00-04:00,0.8029058
2011-05-06 20:30:00-04:00,0.8029058
2011-05-06 20:31:00-04:00,0.8029058
2011-05-06 20:32:00-04:00,0.8029058
2011-05-06 20:33:00-04:00,0.8029058
2011-05-06 20:34:00-04:00,0.8029058
2011-05-06 20:35:00-04:00,0.8029058
2011-05-06 20:36:00-04:00,0.8029058
2011-05-06 20:37:00-04:00,0.8029058
2011-05-06 20:38:00-04:00,0.8029058
2011-05-06 20:39:00-04:00,0.8029058
2011-05-06 20:40:00-04:00,0.8029058
2011-05-06 20:41:00-04:00,0.8029058
2011-05-06 20:42:00-04:00,0.8029058
2011-05-06 20:43:00-04:00,0.8029058
2011-05-06 20:44:00-04:00,0.8029058
2011-05-06 20:45:00-04:00,0.8029058
2011-05-06 20:46:00-04:00,0.8029058
2011-05-06 20:47:00-04:00,0.8029058
2011-05-06 20:48:00-04:00,0.8029058
2011-05-06 20:49:00-04:00,0.8029058
2011-05-06 20:50:00-04:00,0.8029058
2011-05-06 20:51:00-04:00,0.8029058
2011-05-06 20:52:00-04:00,0.8029058
2011-05-06 20:53:00-04:00,0.8029058
2011-05-06 20:54:00-04:00,0.8029058
2011-05-06 20:55:00-04:00,0.8029058
2011-05-06 20:56:00-04:00,0.8029058
2011-05-06 20:57:00-04:00,0.8029058
2011-05-06 20:58:00-04:00,0.8029058
2011-05-06 20:59:00-04:00,0.8029058
2011-05-06 21:00:00-04:00,0.8029058
2011-05-06 21:01:00-04:00,0.8029058
2011-05-06 21:02:00-04:00,0.8029058
2011-05-06 21:03:00-04:00,0.8029058
2011-05-06 21:04:00-04:00,0.8029058
2011-05-06 21:05:00-04:00,0.8029058
2011-05-06 21:06:00-04:00,0.8029058
2011-05-06 21:07:00-04:00,0.8029058
2011-05-06 21:08:00-04:00,0.8029058
2011-05-06 21:09:00-04:00,0.8029058
2011-05-06 21:10:00-04:00,0.8029058
2011-05-06 21:11:00-04:00,0.8029058
2011-05-06 21:12:00-04:00,0.8029058
2011-05-06 21:13:00-04:00,0.8029058
2011-05-06 21:14:00-04:00,0.8029058
2011-05-06 21:15:00-04:00,0.8029058
2011-05-06 21:16:00-04:00,0.8029058
2011-05-06 21:17:00-04:00,0.8029058
2011-05-06 21:18:00-04:00,0.8029058
2011-05-06 21:19:00-04:00,0.8029058
2011-05-06 21:20:00-04:00,0.8029058
2011-05-06 21:21:00-04:00,0.8029058
2011-05-06 21:22:00-04:00,0.8029058
2011-05-06 21:23:00-04:00,0.8029058
2011-05-06 21:24:00-04:00,0.8029058
2011-05-06 21:25:00-04:00,0.8029058
2011-05-06 21:26:00-04:00,0.8029058
2011-05-06 21:27:00-04:00,0.8029058
2011-05-06 21:28:00-04:00,0.8029058
2011-05-06 21:29:00-04:00,0.8029058
2011-05-06 21:30:00-04:00,0.8029058
2011-05-06 21:31:00-04:00,0.8029058
2011-05-06 21:32:00-04:00,0.8029058
2011-05-06 21:33:00-04:00,0.8029058
2011-05-06 21:34:00-04:00,0.8029058
2011-05-06 21:35:00-04:00,0.8029058
2011-05-06 21:36:00-04:00,0.8029058
2011-05-06 21:37:00-04:00,0.8029058
2011-05-06 21:38:00-04:00,0.8029058
2011-05-06 21:39:00-04:00,0.8029058
2011-05-06 21:40:00-04:00,0.8029058
2011-05-06 21:41:00-04:00,0.8029058
2011-05-06 21:42:00-04:00,0.8029058
2011-05-06 21:43:00-04:00,0.8029058
2011-05-06 21:44:00-04:00,0.8029058
2011-05-06 21:45:00-04:00,0.8029058
2011-05-06 21:46:00-04:00,0.8029058
2011-05-06 21:47:00-04:00,0.8029058
2011-05-06 21:48:00-04:00,0.8029058
2011-05-06 21:49:00-04:00,0.8029058
2011-05-06 21:50:00-04:00,0.8029058
2011-05-06 21:51:00-04:00,0.8029058
2011-05-06 21:52:00-04:00,0.8029058
2011-05-06 21:53:00-04:00,0.8029058
2011-05-06 21:54:00-04:00,0.8029058
2011-05-06 21:55:00-04:00,0.8029058
2011-05-06 21:56:00-04:00,0.8029058
2011-05-06 21:57:00-04:00,0.8029058
2011-05-06 21:58:00-04:00,0.8029058
2011-05-06 21:59:00-04:00,0.8029058
2011-05-06 22:00:00-04:00,0.8029058
2011-05-06 22:01:00-04:00,0.8029058
2011-05-06 22:02:00-04:00,0.8029058
2011-05-06 22:03:00-04:00,0.8029058
2011-05-06 22:04:00-04:00,0.8029058
2011-05-06 22:05:00-04:00,0.8029058
2011-05-06 22:06:00-04:00,0.8029058
2011-05-06 22:07:00-04:00,0.8029058
2011-05-06 22:08:00-04:00,0.8029058
2011-05-06 22:09:00-04:00,0.8029058
2011-05-06 22:10:00-04:00,0.8029058
2011-05-06 22:11:00-04:00,0.8029058
2011-05-06 22:12:00-04:00,0.8029058
2011-05-06 22:13:00-04:00,0.8029058
2011-05-06 22:14:00-04:00,0.8029058
2011-05-06 22:15:00-04:00,0.8029058
2011-05-06 22:16:00-04:00,0.8029058
2011-05-06 22:17:00-04:00,0.8029058
2011-05-06 22:18:00-04:00,0.8029058
2011-05-06 22:19:00-04:00,0.8029058
2011-05-06 22:20:00-04:00,0.8029058
2011-05-06 22:21:00-04:00,0.8029058
2011-05-06 22:22:00-04:00,0.8029058
2011-05-06 22:23:00-04:00,0.8029058
2011-05-06 22:24:00-04:00,0.8029058
2011-05-06 22:25:00-04:00,0.8029058
2011-05-06 22:26:00-04:00,0.8029058
2011-05-06 22:27:00-04:00,0.8029058
2011-05-06 22:28:00-04:00,0.8029058
2011-05-06 22:29:00-04:00,0.8029058
2011-05-06 22:30:00-04:00,0.8029058
2011-05-06 22:31:00-04:00,0.8029058
2011-05-06 22:32:00-04:00,0.8029058
2011-05-06 22:33:00-04:00,0.8029058
2011-05-06 22:34:00-04:00,0.8029058
2011-05-06 22:35:00-04:00,0.8029058
2011-05-06 22:36:00-04:00,0.8029058
2011-05-06 22:37:00-04:00,0.8029058
2011-05-06 22:38:00-04:00,0.8029058
2011-05-06 22:39:00-04:00,0.8029058
2011-05-06 22:40:00-04:00,0.8029058
2011-05-06 22:41:00-04:00,0.8029058
2011-05-06 22:42:00-04:00,0.8029058
2011-05-06 22:43:00-04:00,0.8029058
2011-05-06 22:44:00-04:00,0.8029058
2011-05-06 22:45:00-04:00,0.8029058
2011-05-06 22:46:00-04:00,0.8029058
2011-05-06 22:47:00-04:00,0.8029058
2011-05-06 22:48:00-04:00,0.8029058
2011-05-06 22:49:00-04:00,0.8029058
2011-05-06 22:50:00-04:00,0.8029058
2011-05-06 22:51:00-04:00,0.8029058
2011-05-06 22:52:00-04:00,0.8029058
2011-05-06 22:53:00-04:00,0.8029058
2011-05-06 22:54:00-04:00,0.8029058
2011-05-06 22:55:00-04:00,0.8029058
2011-05-06 22:56:00-04:00,0.8029058
2011-05-06 22:57:00-04:00,0.8029058
2011-05-06 22:58:00-04:00,0.8029058
2011-05-06 22:59:00-04:00,0.8029058
2011-05-06 23:00:00-04:00,0.8029058
2011-05-06 23:01:00-04:00,0.8029058
2011-05-06 23:02:00-04:00,0.8029058
2011-05-06 23:03:00-04:00,0.8029058
2011-05-06 23:04:00-04:00,0.8029058
2011-05-06 23:05:00-04:00,0.8029058
2011-05-06 23:06:00-04:00,0.8029058
2011-05-06 23:07:00-04:00,0.8029058
2011-05-06 23:08:00-04:00,0.8029058
2011-05-06 23:09:00-04:00,0.8029058
2011-05-06 23:10:00-04:00,0.8029058
2011-05-06 23:11:00-04:00,0.8029058
2011-05-06 23:12:00-04:00,0.8029058
2011-05-06 23:13:00-04:00,0.8029058
2011-05-06 23:14:00-04:00,0.8029058
2011-05-06 23:15:00-04:00,0.8029058
2011-05-06 23:16:00-04:00,0.8029058
2011-05-06 23:17:00-04:00,0.8029058
2011-05-06 23:18:00-04:00,0.8029058
2011-05-06 23:19:00-04:00,0.8029058
2011-05-06 23:20:00-04:00,0.8029058
2011-05-06 23:21:00-04:00,0.8029058
2011-05-06 23:22:00-04:00,0.8029058
2011-05-06 23:23:00-04:00,0.8029058
2011-05-06 23:24:00-04:00,0.8029058
2011-05-06 23:25:00-04:00,0.8029058
2011-05-06 23:26:00-04:00,0.8029058
2011-05-06 23:27:00-04:00,0.8029058
2011-05-06 23:28:00-04:00,0.8029058
2011-05-06 23:29:00-04:00,0.8029058
2011-05-06 23:30:00-04:00,0.8029058
2011-05-06 23:31:00-04:00,0.8029058
2011-05-06 23:32:00-04:00,0.8029058
2011-05-06 23:33:00-04:00,0.8029058
2011-05-06 23:34:00-04:00,0.8029058
2011-05-06 23:35:00-04:00,0.8029058
2011-05-06 23:36:00-04:00,0.8029058
2011-05-06 23:37:00-04:00,0.8029058
2011-05-06 23:38:00-04:00,0.8029058
2011-05-06 23:39:00-04:00,0.8029058
2011-05-06 23:40:00-04:00,0.8029058
2011-05-06 23:41:00-04:00,0.8029058
2011-05-06 23:42:00-04:00,0.8029058
2011-05-06 23:43:00-04:00,0.8029058
2011-05-06 23:44:00-04:00,0.8029058
2011-05-06 23:45:00-04:00,0.8029058
2011-05-06 23:46:00-04:00,0.8029058
2011-05-06 23:47:00-04:00,0.8029058
2011-05-06 23:48:00-04:00,0.8029058
2011-05-06 23:49:00-04:00,0.8029058
2011-05-06 23:50:00-04:00,0.8029058
2011-05-06 23:51:00-04:00,0.8029058
2011-05-06 23:52:00-04:00,0.8029058
2011-05-06 23:53:00-04:00,0.8029058
2011-05-06 23:54:00-04:00,0.8029058
2011-05-06 23:55:00-04:00,0.8029058
2011-05-06 23:56:00-04:00,0.8029058
2011-05-06 23:57:00-04:00,0.8029058
2011-05-06 23:58:00-04:00,0.8029058
2011-05-06 23:59:00-04:00,0.8029058
2011-05-07 00:00:00-04:00,0.8029058
2011-05-07 00:01:00-04:00,0.8029058
2011-05-07 00:02:00-04:00,0.8029058
2011-05-07 00:03:00-04:00,0.8029058
2011-05-07 00:04:00-04:00,0.8029058
2011-05-07 00:05:00-04:00,0.8029058
2011-05-07 00:06:00-04:00,0.8029058
2011-05-07 00:07:00-04:00,0.8029058
2011-05-07 00:08:00-04:00,0.8029058
2011-05-07 00:09:00-04:00,0.8029058
2011-05-07 00:10:00-04:00,0.8029058
2011-05-07 00:11:00-04:00,0.8029058
2011-05-07 00:12:00-04:00,0.8029058
2011-05-07 00:13:00-04:00,0.8029058
2011-05-07 00:14:00-04:00,0.8029058
2011-05-07 00:15:00-04:00,0.8029058
2011-05-07 00:16:00-04:00,0.8029058
2011-05-07 00:17:00-04:00,0.8029058
2011-05-07 00:18:00-04:00,0.8029058
2011-05-07 00:19:00-04:00,0.8029058
2011-05-07 00:20:00-04:00,0.8029058
2011-05-07 00:21:00-04:00,0.8029058
2011-05-07 00:22:00-04:00,0.8029058
2011-05-07 00:23:00-04:00,0.8029058
2011-05-07 00:24:00-04:00,0.8029058
2011-05-07 00:25:00-04:00,0.8029058
2011-05-07 00:26:00-04:00,0.8029058
2011-05-07 00:27:00-04:00,0.8029058
2011-05-07 00:28:00-04:00,0.8029058
2011-05-07 00:29:00-04:00,0.8029058
2011-05-07 00:30:00-04:00,0.8029058
2011-05-07 00:31:00-04:00,0.8029058
2011-05-07 00:32:00-04:00,0.8029058
2011-05-07 00:33:00-04:00,0.8029058
2011-05-07 00:34:00-04:00,0.8029058
2011-05-07 00:35:00-04:00,0.8029058
2011-05-07 00:36:00-04:00,0.8029058
2011-05-07 00:37:00-04:00,0.8029058
2011-05-07 00:38:00-04:00,0.8029058
